text,target,label,start,end
@stuartclark66 Is that Will Ferrell in the bookshop ???,Will Ferrell,neutral,3,5
"""Mike"" Update : It has been awhile since I spoke of my friend ""Mike"" . Â Things have gotten a little more relaxed sin ... http://bit.ly/aziC6H","""Mike""",neutral,0,1
"""Mike"" Update : It has been awhile since I spoke of my friend ""Mike"" . Â Things have gotten a little more relaxed sin ... http://bit.ly/aziC6H","""Mike""",positive,13,14
I posted a new photo to Facebook http://t.co/2jaxcraY,Facebook,neutral,6,7
Blue Door Producers checking in to say hi to the tweet world . We'll be back in Santa Monica in a week for post @ Local Hero Post ...,Blue Door,neutral,0,2
"Sep 9 , So In Love With You Jasmine Page http://t.co/T0G88tj",Jasmine Page,positive,8,10
Curious fact s: What awards Sun Myung Moon have received ? Scholarly institutions presented him with honorary doctorate s: http://t.co/xJfCBlNu,Sun Myung Moon,positive,5,8
I love Dropbox because very very easy http://db.tt/98jOC1x,Dropbox,positive,2,3
"Sad Incredible Hulk music as the Cardinals pitcher walks off the mound ? Well done , Miller Park .",Cardinals,negative,6,7
"Sad Incredible Hulk music as the Cardinals pitcher walks off the mound ? Well done , Miller Park .",Miller Park,positive,16,18
@MaryamBinFahad it will be aired today Maryam ?,Maryam,neutral,6,7
Elixir Displays System Information for Your Android Phone [ Utilities ] http://bit.ly/iWL5ni,Elixir Displays System Information,neutral,0,4
Summary Box : China auto sales down so far in 2012 despite seasonal lift in ... : IN LOW GEAR : The China Associati ... http://t.co/I0AQQiJK,The China Associati ...,neutral,21,25
Closed a SELL NZD/JPY position at 65.209 on ZuluTrade.com . net PnL : $ 7.15 Visit http://bit.ly/hjJ2tm to see my performance .,ZuluTrade.com . net,neutral,8,11
Stop adding me into your Mafia Family ! I don't want to join !,Mafia,negative,5,6
"DJ Fernando Vocal Deep , Tech , Grooving House Mix 2010 http://t.co/cvmI6Et",DJ Fernando,neutral,0,2
Earn Facebook Credits By Eating Taco Bell with Plink http://t.co/AycGR04C,Facebook,neutral,1,2
Earn Facebook Credits By Eating Taco Bell with Plink http://t.co/AycGR04C,Taco Bell,neutral,5,7
Earn Facebook Credits By Eating Taco Bell with Plink http://t.co/AycGR04C,Plink,neutral,8,9
Housefull 2 Hot Actress at the Zoom Holi Party http://t.co/CKEJhpwQ,Zoom,neutral,6,7
@DebbieDeeNJ @JackFerriter @oopsadoop @jkheaton @PennDragonArt morning & congrats to the eagles !,@DebbieDeeNJ @JackFerriter,neutral,0,2
@DebbieDeeNJ @JackFerriter @oopsadoop @jkheaton @PennDragonArt morning & congrats to the eagles !,@jkheaton @PennDragonArt,neutral,3,5
Congratulations & am p; Goodbye to Jordan McCollum - http://marketingtypo.com/l5Q,Jordan McCollum,positive,6,8
I just ousted @tatianairuri as the mayor of Condominio Las Palmeras on @foursquare ! http://t.co/mPYwdg7h,@tatianairuri,negative,3,4
I just ousted @tatianairuri as the mayor of Condominio Las Palmeras on @foursquare ! http://t.co/mPYwdg7h,@foursquare,neutral,12,13
New blog post : Cristiano Ronaldo - The best football player - tricks & am p; goal s: http://tinyurl.com/37k3fdk,Cristiano Ronaldo,positive,4,6
Going to be a great @IBFinchy have a great time in the booth . Go the internationals especially our local QLD boys @PresidentsCup_,QLD,neutral,20,21
"Three iPads later , other tablets still dead on arrival : By Julianne Pepitone @CNNMoneyTech March 7 , 2012 : 5 : 21 A ... http://t.co/7KKjcPN0",Julianne Pepitone,neutral,12,14
Thank you to our latest Twitter Followers @TBaySports @greenpowerplan @greenlitemovie @solarelektrik @NaturalPowerUK @_ave49 #Tbay #Recycle,Twitter,neutral,5,6
"People are dying in South Kordofan and Blue Nile , Sudan . Stop Bashir from getting away with murder http://t.co/gUSJLLqT",Bashir,negative,13,14
@briankimmmm Find Used 2011 Scion here http://t.co/PpB3fkOa,Scion,neutral,4,5
"@WJGBalderama @AddThis ""Slick"" is way more descriptive of Romney , Bill Clinton , and Obama than Rick Perry . Rhymes don't fit reality .",Romney,negative,8,9
"@WJGBalderama @AddThis ""Slick"" is way more descriptive of Romney , Bill Clinton , and Obama than Rick Perry . Rhymes don't fit reality .",Bill Clinton,negative,10,12
"@WJGBalderama @AddThis ""Slick"" is way more descriptive of Romney , Bill Clinton , and Obama than Rick Perry . Rhymes don't fit reality .",Rick Perry,negative,16,18
the real way to build a social network - great advice from Reid Hoffman http://t.co/hn0saRec,Reid Hoffman,positive,12,14
Egypt Security Forces Open Tahrir Square After Protests - Bloomberg http://bloom.bg/n6HLRm,Bloomberg,neutral,9,10
You're as Much To Blame for Facebook Ã¢Â?Â? s Privacy Woes as Mark Zuckerberg http://t.co/wGumfr0x via @slate,Facebook,negative,6,7
You're as Much To Blame for Facebook Ã¢Â?Â? s Privacy Woes as Mark Zuckerberg http://t.co/wGumfr0x via @slate,Mark Zuckerberg,negative,12,14
Only 1 sleep to go before Dr David Hill is here in Australia . If you know anyone that has any health challenges or ... http://t.co/XXaGtFri,Dr David Hill,neutral,6,9
its coming on ! come on wagner !,wagner,positive,6,7
Discount Wilton Holiday Red and White Sprinkles,Wilton,neutral,1,2
Another GREAT Article from Fortune Builders !! Thinking Big Enough ? $ 600k A Month Rentals,Fortune Builders,positive,4,6
Casper Boxing Club Rose de-thrones Prince in Wigan ( Sky Sport ): Share With Frien ds: | | Sport ... http://t.co/icR9RriN We Teach U 2 BOX,Casper Boxing Club,neutral,0,3
Casper Boxing Club Rose de-thrones Prince in Wigan ( Sky Sport ): Share With Frien ds: | | Sport ... http://t.co/icR9RriN We Teach U 2 BOX,Prince,neutral,5,6
Sh . Mohammed giving his speech standing :) #UAE40 http://t.co/metDXNp2,Sh . Mohammed,positive,0,3
http://t.co/kb9ZDVXQ - Biblical Patriarchs Abraham & Moses NEVER EXISTED As the Bible Portrays http://t.co/wbb8XVwr,Abraham,neutral,4,5
http://t.co/kb9ZDVXQ - Biblical Patriarchs Abraham & Moses NEVER EXISTED As the Bible Portrays http://t.co/wbb8XVwr,Moses,negative,6,7
"Call of Duty : Modern Warfare 3 - Piazza ""Teddy Bear"" Easter Egg - YouTube http://t.co/cW9SVwDw ( via @ultraryanrules )",YouTube,neutral,14,15
Why Veganism ? Check out Kim Barnouin â?? s @SkinnyBitch Book of #Vegan Swaps & #Recipes http://t.co/Z0c3iY9w via @TheOrganicView,Kim Barnouin,positive,5,7
@haxorthematrix Sounds like Leinenkugel's Sunset Wheat . The original fruity pebbles beer .,Leinenkugel's,neutral,3,4
I need to find a new way to interact with Twitter ; else I'll just drift farther and farther apart from it as my priorities shift .,Twitter,neutral,10,11
Jessica Simpson Pregnancy Cravings Do Not Include Pizza : What She Wants Instea d: Jessica Simpson is pr ... http://t.co/vnahvqOr pregnancy,Jessica Simpson,neutral,14,16
"U.S . officials told The Wall Street Journal that the craft could have been ""an unmanned reconnaissance plane that ... http://t.co/vFpzIN0C",The Wall Street Journal,neutral,4,8
@gigswigs yes bb . I'm listening Nickelback's Somebody and was just musing tt songs reminds us of different episodes- this one is of Canada,Nickelback's,positive,6,7
"Wow , @cgkingjp tweeted 3 , 253 times ( +3 yesterday , +3 on average ) . More stats at Twitter Counter : http://t.co/qK6rSVF3 @TheCounter ã??ã??ã??ã??",Twitter,neutral,20,21
I liked a @YouTube video http://t.co/AmsmT6nw Steven Klein - Film Projects - CIN2 - Jail 2,Steven Klein,positive,6,8
"SYRIA : Syrian tanks withdrawn from cities , says Arab League http://t.co/J3gFhZXg",Arab League,neutral,9,11
New Blog Post :: NCCCO approves calculator use http://t.co/Er7FSkGE,NCCCO,neutral,4,5
#diner Kansas State upsets No . 9 Baylor men at Waco : http://t.co/Acqd5qyQ,Kansas State,negative,1,3
#diner Kansas State upsets No . 9 Baylor men at Waco : http://t.co/Acqd5qyQ,Baylor,neutral,7,8
I posted a new photo to Facebook http://t.co/LciqsgVK,Facebook,neutral,6,7
""" @ NseejEng : Nseej | Father of martyr Ali Al Momen cuts the #Bahrain independent day cake in a public celebration . http://t.co/HLlBoPr""",Ali Al Momen,neutral,9,12
GM expects to repay $ 1 billion loan to Treasury : report ( Reuters ) : - http://u.nu/6q9w7,GM,neutral,0,1
GM expects to repay $ 1 billion loan to Treasury : report ( Reuters ) : - http://u.nu/6q9w7,Treasury,neutral,9,10
GM expects to repay $ 1 billion loan to Treasury : report ( Reuters ) : - http://u.nu/6q9w7,Reuters,neutral,13,14
Ben Nelson retiring -- good riddance to bad rubbish : http://t.co/DpdsLe3N,Ben Nelson,negative,0,2
Details of the Plans http://t.co/lEhdNPO3 via @STC_KSA sir i went to buy Samsung galaxy s2 in riyadh Tahlia,Samsung,neutral,12,13
"Lady Gaga has 3 shows in HK , wonder if Singapore gonna have 3 too . Think there are still many little monsters out there who dont have tix",Lady Gaga,neutral,0,2
The Manx flag +soil from our parliamentary home Tynwald Hill has recently been taken to space by #iom astronaut Nicole Stott #twestival,Nicole Stott,neutral,19,21
A KLAS survey finds the vast majority of healthcare organizations are only in the early stages of IDC-10 preparation ; many don â?? t have,KLAS,neutral,1,2
"Detroit Tigers :P Brooks Patterson : Enough is enough ! If Pistons go , don â?? t tax Oakland WITH VIDEO theoaklandpress ... http://bit.ly/cAccjo",Detroit Tigers,neutral,0,2
"Detroit Tigers :P Brooks Patterson : Enough is enough ! If Pistons go , don â?? t tax Oakland WITH VIDEO theoaklandpress ... http://bit.ly/cAccjo",Brooks Patterson,negative,3,5
"Detroit Tigers :P Brooks Patterson : Enough is enough ! If Pistons go , don â?? t tax Oakland WITH VIDEO theoaklandpress ... http://bit.ly/cAccjo",Pistons,neutral,11,12
"Detroit Tigers :P Brooks Patterson : Enough is enough ! If Pistons go , don â?? t tax Oakland WITH VIDEO theoaklandpress ... http://bit.ly/cAccjo",theoaklandpress,neutral,21,22
APPLE RUMORED TO BE WORKING ON BOTH A5X AND A6 CHIPSETS FOR NEXT GENERATION DEVICE S:,APPLE,neutral,0,1
Show support for democracy in Iran add green ribbon to your Twitter avatar with 1-click - http://helpiranelection.com/,Twitter,neutral,11,12
"WE WON !! Crescent won Winner Award APICTA 2012 , in Thailand competing with Asia-Pac countries- BEST e-learning platform for Islamic Banking .",Crescent,positive,3,4
I liked a @YouTube video from @bbc_introducing http://t.co/Saq43zPq What Would Jesus Drive ? - The Girls are in C,Jesus,neutral,10,11
"Singaporean sketch TV comedy series ""The Noose"" has been nominated for Best Comedy in the International Emmy ... http://t.co/xULmHUU7",International Emmy,neutral,15,17
BREAKING NEW S: Cavani will be boarding the plane to Manchester tomorrow morning for â?¬100 Million .,Cavani,neutral,3,4
Goal : Q & A With U.S . Defender Carlos Bocanegra : Questions for and answers from U.S . and Glasgow Rangers defender ... http://t.co/TKLjztfM,Carlos Bocanegra,neutral,9,11
Goal : Q & A With U.S . Defender Carlos Bocanegra : Questions for and answers from U.S . and Glasgow Rangers defender ... http://t.co/TKLjztfM,Glasgow Rangers,neutral,20,22
See what's new in Quickbooks 2012 for # smallbusiness . http://t.co/Dlhw0nNg,Quickbooks,positive,4,5
rest in peace Whitney ... we will always love you & lt ; 3,Whitney,positive,3,4
I'm supporting @CharityWater on my profile ! What's your cause ? ( Designed with Themeleon by @COLOURlovers - http://t.co/QnndGWg),Themeleon,neutral,14,15
Ahmadiyya refugees from Pakistan release from immigration detention in Bangkok ( 6/6/11 ) ... http://fb.me/HfSMDIcr,Ahmadiyya,neutral,0,1
Do you want to win a free one year fiber broadband subscription ? Head down to the ViewQwest Roadshow at the Funan ... http://t.co/OpGWpduF,fiber broadband,positive,9,11
Do you want to win a free one year fiber broadband subscription ? Head down to the ViewQwest Roadshow at the Funan ... http://t.co/OpGWpduF,ViewQwest Roadshow,positive,17,19
I uploaded a @YouTube video http://t.co/KPlIFhKi Show Gratitude To Allah's Favours,@YouTube,neutral,3,4
I uploaded a @YouTube video http://t.co/KPlIFhKi Show Gratitude To Allah's Favours,Allah's,positive,9,10
Trying out http://www.snip.ly/ - highlight anything online and share it on facebook or twitter,facebook,neutral,11,12
Indie Pop / Alternative Pop @ The Cardigans - Long Gone Before Daylight [ 320 Kbps ] http://bit.ly/chRS4c,The Cardigans,neutral,6,8
"@TheSulaf for several reasons , but the main reason is the way how the calculate your hours , and that we didn't benefit from their program yet !",@TheSulaf,negative,0,1
Have you heard of Pinterest ? http://t.co/zgjUeHto,Pinterest,neutral,4,5
Limited time ! Get our 5 song Christmas EP totally free ! A Jumpin' Christmas ! Grouptune http://t.co/jms6qKMO via @addthis,Grouptune,positive,16,17
North Korea marks Kim's birthday : North Korea marks the 70th birthday of late leader Kim Jong â?¦ http://t.co/8yFmJo2p,Kim's,neutral,3,4
North Korea marks Kim's birthday : North Korea marks the 70th birthday of late leader Kim Jong â?¦ http://t.co/8yFmJo2p,Kim Jong,neutral,15,17
Rally For #Syria NOW by the UN 1st and 47th !!! Come support and bring your friends !!!,UN,neutral,6,7
Ben Oelmann : Recent Works From Kenya And Devon at Harbour House : http://t.co/WfsVCPWb,Ben Oelmann,neutral,0,2
Ben Oelmann : Recent Works From Kenya And Devon at Harbour House : http://t.co/WfsVCPWb,Kenya,neutral,6,7
Ben Oelmann : Recent Works From Kenya And Devon at Harbour House : http://t.co/WfsVCPWb,Devon,neutral,8,9
""" @ paulocoelho : I wish life could be as simple as Twitter : Follow . Unfollow . Block.""",Twitter,positive,12,13
"CARA B NaturallyÂ® Arrives in Target Stores Across the U.S . - The ... : Even Patrice Grell Yursik , the founder of ... http://t.co/kt2QMauo",CARA B NaturallyÂ®,neutral,0,3
"CARA B NaturallyÂ® Arrives in Target Stores Across the U.S . - The ... : Even Patrice Grell Yursik , the founder of ... http://t.co/kt2QMauo",Target,neutral,5,6
"CARA B NaturallyÂ® Arrives in Target Stores Across the U.S . - The ... : Even Patrice Grell Yursik , the founder of ... http://t.co/kt2QMauo",Patrice Grell Yursik,neutral,16,19
This weekend I will be interviewing Paul Macartney . I don't need to say anymore do I really .,Paul Macartney,positive,6,8
Grob Aircraft targets 181 trainers for IAF http://bit.ly/dkUk5a,Grob Aircraft,neutral,0,2
Grob Aircraft targets 181 trainers for IAF http://bit.ly/dkUk5a,IAF,neutral,6,7
"Kiranji , what will be the end outcome of whole exercise ? Do you think these politicians will ready be ready to implement the same Lolpal Bill ?",Kiranji,neutral,0,1
"Every ship is a romantic object , except that we sail in . - Ralph Waldo Emerson . #quote",Ralph Waldo Emerson,neutral,14,17
@FishhballNoodle I tell u the time later . Should be arnd 2 .,@FishhballNoodle,neutral,0,1
Steve Jobs and the Seven Rules of Success http://t.co/oqhgafQ6,Steve Jobs,positive,0,2
Chief Minister â?? s Office ( CMO ) is a proud recipient of an award at the eGov eIndia Awards 2011 : http://t.co/MI6vyuNc #narendramodi #gujarat,Chief Minister â?? s Office,positive,0,5
Chief Minister â?? s Office ( CMO ) is a proud recipient of an award at the eGov eIndia Awards 2011 : http://t.co/MI6vyuNc #narendramodi #gujarat,CMO,positive,6,7
How Retailers Are Reinventing Shopping - Harvard Business Review : http://t.co/Dq5YRzKn @Said_Morales,Harvard Business Review,neutral,6,9
@deepikapadukone happy birthday beautiful.may Allah gives you long life,Allah,positive,4,5
The Twitter 100 : No 1 to 10 - News - People - The Independent http://t.co/yQL39tfk,Twitter,neutral,1,2
Power of Pentatonic Scale - Demonstration by Bobby McFerrin http://t.co/8foVMH75,Bobby McFerrin,neutral,7,9
NSE Stocks in 52 Week New Highs List on 20-december-2010 http://is.gd/j7ruo #stocks #investing,NSE,neutral,0,1
Look further . It's inside you . Greg Z .,Greg Z,neutral,7,9
Madonna Super Bowl Half Time Performance http://t.co/aEKaZTGQ,Madonna,neutral,0,1
"Yesterday , Apple released iOS 5.0.1 , the first update to the company's latest iOS 5.0 mobile operating system and ... http://t.co/qDgse9u7",Apple,positive,2,3
"I posted 2 photos on Facebook in the album ""On Assignment | 26th SEA Games"" http://t.co/wElBPwAF",Facebook,neutral,5,6
"It's a long shot , but if you need a beccles handyman you can call Ryan Gaze at http://t.co/qiIFduT",Ryan Gaze,positive,15,17
